title,description,slug,sw_view,sw_download,sw_img
ERDDAP Basics - Using the ERDDAP data catalog,Description here,ERDDAP-Basics/using-the-erddap-data-catalog,ERDDAP-Basics/using-the-erddap-data-catalog/using-the-erddap-data-catalog.qmd,ERDDAP-Basics/using-the-erddap-data-catalog/using-the-erddap-data-catalog.md,erddap-data-catalog.png::Global SST & Sea Ice Analysis (OSTIA) dataset from the UK Met Office on an ERDDAP server.
